"","CNTRY_NAME","mean_lights_weighted","mean_cvg_weighted"
"0","Aruba",33.6601028442383,0
"1","Antigua and Barbuda",9.23460674285889,0
"2","Afghanistan",0.0285778343677521,0
"3","Algeria",0.517033338546753,0
"4","Azerbaijan",2.332768201828,0
"5","Albania",1.42430579662323,0
"6","Armenia",0.655023694038391,0
"7","Andorra",18.0475158691406,0
"8","Angola",0.0312258843332529,0
"9","American Samoa",14.4404859542847,0
"10","Argentina",0.594947874546051,5.19776051532972e-07
"11","Australia",0.182801321148872,0
"12","Austria",6.56634473800659,0
"13","Anguilla",15.1157646179199,0
"14","Antarctica",0.00732644181698561,0
"15","Bahrain",40.8510093688965,0
"16","Barbados",26.203426361084,0
"17","Botswana",0.0559139400720596,0
"18","Bermuda",39.3095054626465,0
"19","Belgium",29.5107860565186,0
"20","Bahamas, The",1.80661928653717,0
"21","Bangladesh",2.19746279716492,0
"22","Belize",0.610700666904449,0
"23","Bosnia and Herzegovina",1.19673728942871,0
"24","Bolivia",0.139670118689537,0
"25","Myanmar (Burma)",0.136960566043854,0
"26","Benin",0.136403441429138,0
"27","Byelarus",1.89839696884155,0
"28","Solomon Islands",0.0283401533961296,0
"29","Brazil",0.628247857093811,0
"30","Bhutan",0.0505082197487354,0
"31","Bulgaria",3.78043341636658,0
"32","Bouvet Island",0,0
"33","Brunei",6.16221046447754,0
"34","Burundi",0.166960909962654,0
"35","Canada",1.15427780151367,0.00327053689397871
"36","Cambodia",0.0394931212067604,0
"37","Chad",0.00440614391118288,6.91471177560743e-06
"38","Sri Lanka",3.18499946594238,0
"39","Congo",0.057509008795023,0
"40","Zaire",0.0263336431235075,0
"41","China",1.00861895084381,2.06500118338226e-07
"42","Chile",0.499494016170502,0
"43","Cayman Islands",17.4269714355469,0
"44","Cocos (Keeling) Islands",1.14468765258789,0
"45","Cameroon",0.0765464827418327,0
"46","Comoros",0.677766382694244,0
"47","Colombia",0.939011991024017,0
"48","Northern Mariana Islands",21.2235813140869,0
"49","Costa Rica",2.9042866230011,0
"50","Central African Republic",0.007629519328475,0
"51","Cuba",1.49632906913757,0
"52","Cape Verde",1.11066198348999,0
"53","Cook Islands",3.4218270778656,0
"54","Cyprus",9.08852291107178,0
"55","Denmark",12.3410749435425,0
"56","Djibouti",0.125076174736023,0
"57","Dominica",1.8420422077179,0
"58","Jarvis Island",0,0
"59","Dominican Republic",2.7962441444397,0
"60","Ecuador",1.41371941566467,0
"61","Egypt",1.4082088470459,0
"62","Ireland",4.49432325363159,0
"63","Equatorial Guinea",0.269643664360046,0
"64","Estonia",2.40230631828308,0
"65","Eritrea",0.0465844534337521,0
"66","El Salvador",4.29376935958862,0
"67","Ethiopia",0.0313874743878841,0
"68","Czech Republic",11.4505081176758,0
"69","French Guiana",0.118525847792625,0
"70","Finland",6.23065757751465,0
"71","Fiji",0.7040855884552,0
"72","Falkland Islands (Islas Malvinas)",0.169294700026512,0
"73","Federated States of Micronesia",3.35824489593506,0
"74","Faroe Islands",5.7313814163208,0
"75","French Polynesia",2.96978783607483,0
"76","Baker Island",0,0
"77","France",8.76211833953857,0
"78","French Southern & Antarctic Lands",0.406743347644806,0
"79","Gambia, The",0.289692938327789,0
"80","Gabon",0.229809150099754,0
"81","Georgia",0.568265676498413,0
"82","Ghana",0.529800653457642,0
"83","Gibraltar",50.9270057678223,0
"84","Grenada",5.98874282836914,0
"85","Guernsey",40.4849967956543,0
"86","Greenland",0.00754651753231883,3.43004808200931e-06
"87","Germany",12.490327835083,0
"88","Glorioso Islands",0,0
"89","Guadeloupe",15.3429355621338,0
"90","Guam",32.6921043395996,0
"91","Greece",4.63131380081177,0
"92","Guatemala",1.0161520242691,0
"93","Guinea",0.0408970974385738,0
"94","Guyana",0.0641176551580429,0
"95","Gaza Strip",37.0249366760254,0
"96","Haiti",0.407998025417328,0
"97","Heard Island & McDonald Islands",0,0
"98","Honduras",0.752860009670258,0
"99","Howland Island",0,0
"100","Croatia",4.27287006378174,0
"101","Hungary",6.38319396972656,0
"102","Iceland",0.473308026790619,0
"103","Indonesia",0.816520273685455,0
"104","Man, Isle of",9.12152290344238,0
"105","India",2.98811006546021,0
"106","British Indian Ocean Territory",11.053674697876,0
"107","Iran",1.89801931381226,0
"108","Israel",17.0944976806641,0
"109","Italy",13.828556060791,0
"110","Ivory Coast",0.266586661338806,0
"111","Iraq",1.81730699539185,0
"112","Japan",13.5597057342529,0
"113","Jersey",23.6172637939453,0
"114","Jamaica",8.73141860961914,0
"116","Jordan",1.97212767601013,0
"117","Johnston Atoll",40.4144401550293,0
"118","Juan De Nova Island",0,0
"119","Kenya",0.135647043585777,0
"120","Kyrgyzstan",0.630882859230042,5.10617428517435e-05
"121","North Korea",0.259720355272293,0
"122","Kiribati",0.167451396584511,0
"123","South Korea",15.8173456192017,0
"124","Christmas Island",3.29556560516357,0
"125","Kuwait",14.8548221588135,0
"126","Kazakhstan",0.350080221891403,0
"127","Laos",0.0593302398920059,0
"128","Lebanon",11.3986072540283,0
"129","Latvia",1.37370836734772,0
"130","Lithuania",1.74162638187408,0
"131","Liberia",0.0103409448638558,0
"132","Slovakia",9.8209342956543,0
"133","Liechtenstein",17.3334293365479,0
"134","Lesotho",0.285648137331009,0
"135","Luxembourg",19.240779876709,0
"136","Libya",0.436384499073029,0
"137","Madagascar",0.0242335591465235,0
"138","Martinique",19.9101963043213,0
"139","Macau",59.5665817260742,0
"140","Moldova",4.47840356826782,0
"141","Mayotte",2.96058511734009,0
"142","Mongolia",0.0185880735516548,0
"143","Montserrat",5.55278015136719,0
"144","Malawi",0.250550895929337,0
"145","Macedonia",3.04460000991821,0
"146","Mali",0.012895405292511,0
"147","Monaco",60.1566390991211,0
"148","Morocco",0.749263167381287,0
"149","Mauritius",11.5287227630615,0
"150","Midway Islands",9.45406436920166,0
"151","Mauritania",0.0115310549736023,0
"152","Malta",46.9245109558105,0
"153","Oman",1.18493175506592,0
"154","Maldives",2.5302038192749,0
"155","Montenegro",1.39986979961395,0
"156","Mexico",2.10708618164062,0
"157","Malaysia",1.71188044548035,0
"158","Mozambique",0.0390956811606884,0
"159","New Caledonia",0.530663669109344,0
"160","Niue",0.291439652442932,0
"161","Norfolk Island",4.89677858352661,0
"162","Niger",0.0158708076924086,0
"163","Vanuatu",0.395445436239243,0
"164","Nigeria",1.24950397014618,0
"165","Netherlands",26.3150787353516,0
"166","Norway",4.3899393081665,0
"167","Nepal",0.252355128526688,0
"168","Nauru",14.498046875,0
"169","Suriname",0.114424951374531,0
"170","Netherlands Antilles",16.57785987854,0
"171","Nicaragua",0.433207929134369,0
"172","New Zealand",0.895389258861542,0
"173","Paraguay",0.355607092380524,0
"174","Pitcairn Islands",0,0
"175","Peru",0.276313871145248,0
"176","Paracel Islands",0,0
"177","Spratly Islands",0,0
"178","Pakistan",2.31352734565735,0
"179","Poland",6.94701147079468,0
"180","Panama",0.984350383281708,0
"181","Portugal",7.21389293670654,0
"182","Papua New Guinea",0.0585793256759644,0
"183","Pacific Islands (Palau)",0.790152728557587,0
"184","Guinea-Bissau",0.0559143014252186,0
"185","Qatar",11.4802865982056,0
"186","Reunion",8.99105834960938,0
"187","Marshall Islands",1.44519376754761,0
"188","Romania",2.81995701789856,0
"189","Philippines",1.10518836975098,0
"190","Puerto Rico",31.8543853759766,0
"191","Russia",0.948457479476929,0
"192","Rwanda",0.201541185379028,0
"193","Saudi Arabia",1.21530270576477,0
"194","St. Pierre and Miquelon",1.02951073646545,0
"195","St. Kitts and Nevis",13.128662109375,0
"196","Seychelles",7.19580125808716,0
"197","South Africa",1.20324993133545,0
"198","Senegal",0.151924073696136,0
"199","St. Helena",1.36058640480042,0
"200","Slovenia",6.92397928237915,0
"201","Sierra Leone",0.0353384800255299,0
"202","San Marino",42.1667823791504,0
"203","Singapore",62.1935424804688,0
"204","Somalia",0.0050678956322372,0
"205","Spain",6.26398754119873,0
"206","Serbia",4.15417098999023,0
"207","St. Lucia",9.72609043121338,0
"208","Sudan",0.0517297610640526,0
"210","Sweden",5.96612501144409,0
"211","South Georgia and the South Sandwich Is",0.868150055408478,0
"212","Syria",3.64841532707214,0
"213","Switzerland",11.0341291427612,0
"214","United Arab Emirates",6.57256937026978,0
"215","Trinidad and Tobago",11.970287322998,0
"216","Thailand",2.27595996856689,0
"217","Tajikistan",0.991496562957764,0
"218","Turks and Caicos Islands",0.716485440731049,0
"219","Tokelau",0,0
"220","Tonga",4.53238487243652,0
"221","Togo",0.263828575611115,0
"222","Sao Tome and Principe",0.813840985298157,0
"223","Tunisia",1.93904757499695,0
"224","Turkey",1.93879437446594,0
"225","Tuvalu",0,0
"226","Taiwan",14.1611957550049,0
"227","Turkmenistan",0.48090136051178,0
"228","Tanzania, United Republic of",0.0628576204180717,0
"229","Uganda",0.09759621322155,0
"230","United Kingdom",14.4579286575317,0
"231","Ukraine",4.05941295623779,0
"232","United States",4.86448431015015,3.35687195729406e-06
"233","Burkina Faso",0.0572255440056324,0
"234","Uruguay",0.717160701751709,0
"235","Uzbekistan",2.01749181747437,0
"236","St. Vincent and the Grenadines",6.27825975418091,0
"237","Venezuela",1.54867172241211,0
"238","British Virgin Islands",16.3661842346191,0
"239","Vietnam",0.752624213695526,0
"240","Virgin Islands",35.2292633056641,0
"241","Namibia",0.0488506220281124,0
"242","West Bank",17.3678073883057,0
"243","Wallis and Futuna",1.66408491134644,0
"244","Western Sahara",0.0240370128303766,0
"245","Wake Island",4.72328472137451,0
"246","Western Samoa",0.475472450256348,0
"247","Swaziland",1.2010155916214,0
"248","Yemen",0.382361650466919,0
"249","Zambia",0.103735864162445,0
"250","Zimbabwe",0.327959209680557,0
