"","CNTRY_NAME","mean_lights_weighted","mean_cvg_weighted"
"0","Aruba",37.3848266601562,0
"1","Antigua and Barbuda",9.82904624938965,0
"2","Afghanistan",0.0193118546158075,0
"3","Algeria",0.423634201288223,0
"4","Azerbaijan",1.36567664146423,0
"5","Albania",1.43004071712494,0
"6","Armenia",0.932767033576965,0
"7","Andorra",19.8755187988281,0
"8","Angola",0.0410860255360603,0
"9","American Samoa",11.9158401489258,0
"10","Argentina",0.607888102531433,0
"11","Australia",0.168895706534386,0
"12","Austria",7.52493810653687,0
"13","Anguilla",16.5705757141113,0
"14","Antarctica",0.00476832501590252,0.00325254793278873
"15","Bahrain",38.220100402832,0
"16","Barbados",27.4524040222168,0
"17","Botswana",0.0682287663221359,0
"18","Bermuda",31.0140590667725,0
"19","Belgium",27.6013107299805,0
"20","Bahamas, The",1.74011051654816,0
"21","Bangladesh",2.02226209640503,0
"22","Belize",0.691034555435181,0
"23","Bosnia and Herzegovina",3.40011119842529,0
"24","Bolivia",0.13174594938755,0
"25","Myanmar (Burma)",0.132946193218231,0
"26","Benin",0.154632672667503,0
"27","Byelarus",1.98257696628571,0
"28","Solomon Islands",0.0153600480407476,0
"29","Brazil",0.583963572978973,0
"30","Bhutan",0.0920965820550919,0
"31","Bulgaria",3.35034418106079,0
"32","Bouvet Island",0,0
"33","Brunei",5.75266265869141,0
"34","Burundi",0.113568380475044,0
"35","Canada",0.841897010803223,0.12281908839941
"36","Cambodia",0.0708237215876579,0
"37","Chad",0.00500332284718752,0
"38","Sri Lanka",3.33969449996948,0
"39","Congo",0.0703393295407295,0
"40","Zaire",0.0240572914481163,0
"41","China",1.08910727500916,0
"42","Chile",0.594448745250702,0
"43","Cayman Islands",18.0081329345703,0
"44","Cocos (Keeling) Islands",1.11562955379486,0
"45","Cameroon",0.0852729678153992,0
"46","Comoros",0.643825650215149,0
"47","Colombia",0.861478924751282,0
"48","Northern Mariana Islands",19.9050846099854,0
"49","Costa Rica",3.33777570724487,0
"50","Central African Republic",0.00588590046390891,0
"51","Cuba",1.47344875335693,0
"52","Cape Verde",1.54622769355774,0
"53","Cook Islands",2.4952437877655,0
"54","Cyprus",9.34100723266602,0
"55","Denmark",7.67168378829956,0
"56","Djibouti",0.0750342011451721,0
"57","Dominica",2.19615626335144,0
"58","Jarvis Island",0,0
"59","Dominican Republic",3.29207253456116,0
"60","Ecuador",1.53177273273468,0
"61","Egypt",1.63115310668945,0
"62","Ireland",5.89497804641724,0
"63","Equatorial Guinea",0.196077942848206,0
"64","Estonia",2.41860389709473,0
"65","Eritrea",0.0593137480318546,0
"66","El Salvador",5.17353916168213,0
"67","Ethiopia",0.03424983471632,0
"68","Czech Republic",12.2848949432373,0
"69","French Guiana",0.125527247786522,0
"70","Finland",3.96851491928101,0.237870126962662
"71","Fiji",0.664587616920471,0
"72","Falkland Islands (Islas Malvinas)",0.161695018410683,0
"73","Federated States of Micronesia",2.18870067596436,0
"74","Faroe Islands",1.80073714256287,0
"75","French Polynesia",3.65320324897766,0
"76","Baker Island",0,0
"77","France",9.00240325927734,0
"78","French Southern & Antarctic Lands",0.12293042242527,0
"79","Gambia, The",0.271993905305862,0
"80","Gabon",0.305761009454727,0
"81","Georgia",0.377058804035187,0
"82","Ghana",0.499718129634857,0
"83","Gibraltar",43.6172637939453,0
"84","Grenada",7.63331031799316,0
"85","Guernsey",33.1433067321777,0
"86","Greenland",0.00216016662307084,0.596453011035919
"87","Germany",11.4781150817871,0
"88","Glorioso Islands",0,0
"89","Guadeloupe",16.36008644104,0
"90","Guam",30.4504222869873,0
"91","Greece",4.97905206680298,0
"92","Guatemala",1.60921359062195,0
"93","Guinea",0.0459414012730122,0
"94","Guyana",0.0649741441011429,0
"95","Gaza Strip",31.2591381072998,0
"96","Haiti",0.408704698085785,0
"97","Heard Island & McDonald Islands",0.750201880931854,0
"98","Honduras",0.99678772687912,0
"99","Howland Island",0,0
"100","Croatia",5.60024976730347,0
"101","Hungary",6.58939027786255,0
"102","Iceland",0,0.772509157657623
"103","Indonesia",0.842158257961273,0
"104","Man, Isle of",9.81855010986328,0
"105","India",2.98672294616699,0
"106","British Indian Ocean Territory",11.3458003997803,0
"107","Iran",1.95957255363464,0
"108","Israel",17.8055019378662,0
"109","Italy",13.7555065155029,0
"110","Ivory Coast",0.43168306350708,0
"111","Iraq",1.74819707870483,0
"112","Japan",13.1730241775513,0
"113","Jersey",29.242000579834,0
"114","Jamaica",8.4678258895874,0
"116","Jordan",1.94437158107758,0
"117","Johnston Atoll",33.0308609008789,0
"118","Juan De Nova Island",0,0
"119","Kenya",0.123328164219856,0
"120","Kyrgyzstan",0.536733150482178,0
"121","North Korea",0.240445211529732,0
"122","Kiribati",0.171380057930946,0
"123","South Korea",17.0512886047363,0
"124","Christmas Island",2.48019027709961,0
"125","Kuwait",12.371696472168,0
"126","Kazakhstan",0.262720704078674,0
"127","Laos",0.07559934258461,0
"128","Lebanon",17.6498699188232,0
"129","Latvia",1.35507988929749,0
"130","Lithuania",1.85944521427155,0
"131","Liberia",0.0244118869304657,0
"132","Slovakia",8.65493869781494,0
"133","Liechtenstein",17.8273811340332,0
"134","Lesotho",0.276086032390594,0
"135","Luxembourg",20.0720520019531,0
"136","Libya",0.374570280313492,0
"137","Madagascar",0.0260164998471737,0
"138","Martinique",22.5015773773193,0
"139","Macau",62.9999961853027,0
"140","Moldova",2.28353881835938,0
"141","Mayotte",4.0146279335022,0
"142","Mongolia",0.0212111379951239,0
"143","Montserrat",2.68358206748962,0
"144","Malawi",0.242354273796082,0
"145","Macedonia",3.39493274688721,0
"146","Mali",0.0175640750676394,0
"147","Monaco",59.648853302002,0
"148","Morocco",0.863744914531708,0
"149","Mauritius",12.6680459976196,0
"150","Midway Islands",3.80478048324585,0
"151","Mauritania",0.011937684379518,0
"152","Malta",46.161060333252,0
"153","Oman",1.3087385892868,0
"154","Maldives",3.30561494827271,0
"155","Montenegro",1.6581244468689,0
"156","Mexico",2.02923560142517,0
"157","Malaysia",2.30841851234436,0
"158","Mozambique",0.0450715273618698,0
"159","New Caledonia",0.641986846923828,0
"160","Niue",0.438300430774689,0
"161","Norfolk Island",4.18674755096436,0
"162","Niger",0.0151323536410928,0
"163","Vanuatu",0.164498746395111,0
"164","Nigeria",1.08476614952087,0
"165","Netherlands",23.4205722808838,0
"166","Norway",3.07875370979309,0.141498118638992
"167","Nepal",0.355451494455338,0
"168","Nauru",8.41998291015625,0
"169","Suriname",0.136361017823219,0
"170","Netherlands Antilles",15.4981174468994,0
"171","Nicaragua",0.537203848361969,0
"172","New Zealand",0.865785777568817,0
"173","Paraguay",0.358554065227509,0
"174","Pitcairn Islands",0,0
"175","Peru",0.281969428062439,0
"176","Paracel Islands",0.359984755516052,0
"177","Spratly Islands",0,0
"178","Pakistan",2.37770628929138,0
"179","Poland",7.8767523765564,0
"180","Panama",1.14700210094452,0
"181","Portugal",8.55604648590088,0
"182","Papua New Guinea",0.0741304382681847,0
"183","Pacific Islands (Palau)",1.16048908233643,0
"184","Guinea-Bissau",0.0192914456129074,0
"185","Qatar",11.2774381637573,0
"186","Reunion",10.5725917816162,0
"187","Marshall Islands",1.56641685962677,0
"188","Romania",3.28756880760193,0
"189","Philippines",1.17857468128204,0
"190","Puerto Rico",29.2285003662109,0
"191","Russia",0.835890233516693,0.11724603921175
"192","Rwanda",0.220058366656303,0
"193","Saudi Arabia",1.12488460540771,0
"194","St. Pierre and Miquelon",1.18012738227844,0
"195","St. Kitts and Nevis",12.0807361602783,0
"196","Seychelles",7.08657646179199,0
"197","South Africa",1.24983131885529,0
"198","Senegal",0.172205045819283,0
"199","St. Helena",1.31375455856323,0
"200","Slovenia",7.40400552749634,0
"201","Sierra Leone",0.0209050159901381,0
"202","San Marino",36.2440605163574,0
"203","Singapore",62.3570289611816,0
"204","Somalia",0.00782939791679382,0
"205","Spain",6.5523853302002,0
"206","Serbia",4.43731498718262,0
"207","St. Lucia",9.81988620758057,0
"208","Sudan",0.0570936165750027,0
"210","Sweden",2.82571959495544,0.265954107046127
"211","South Georgia and the South Sandwich Is",0.808866083621979,0
"212","Syria",3.4107563495636,0
"213","Switzerland",10.5799884796143,0
"214","United Arab Emirates",7.83096313476562,0
"215","Trinidad and Tobago",11.7746896743774,0
"216","Thailand",2.35497975349426,0
"217","Tajikistan",0.648784995079041,0
"218","Turks and Caicos Islands",0.994199812412262,0
"219","Tokelau",0,0
"220","Tonga",2.51752972602844,0
"221","Togo",0.231354966759682,0
"222","Sao Tome and Principe",1.25774443149567,0
"223","Tunisia",2.38659834861755,0
"224","Turkey",1.70219647884369,0
"225","Tuvalu",0.324996948242188,0
"226","Taiwan",15.5228490829468,0
"227","Turkmenistan",0.553148686885834,0
"228","Tanzania, United Republic of",0.0589787326753139,0
"229","Uganda",0.106563352048397,0
"230","United Kingdom",13.0479488372803,0
"231","Ukraine",2.74302649497986,0
"232","United States",4.47808742523193,0.0291376560926437
"233","Burkina Faso",0.07724729180336,0
"234","Uruguay",0.775819361209869,0
"235","Uzbekistan",1.5684757232666,0
"236","St. Vincent and the Grenadines",6.48922729492188,0
"237","Venezuela",1.53425252437592,0
"238","British Virgin Islands",14.3541898727417,0
"239","Vietnam",1.50116872787476,0
"240","Virgin Islands",32.9681129455566,0
"241","Namibia",0.0519668273627758,0
"242","West Bank",17.8352069854736,0
"243","Wallis and Futuna",1.78898072242737,0
"244","Western Sahara",0.0241959430277348,0
"245","Wake Island",4.91884136199951,0
"246","Western Samoa",0.793159067630768,0
"247","Swaziland",1.36294257640839,0
"248","Yemen",0.448829114437103,0
"249","Zambia",0.0928351655602455,0
"250","Zimbabwe",0.268471866846085,0
